,DATE,ORIGIN_STATE_NM,DEST_STATE_NM,PASSENGERS,FREIGHT,MAIL,DISTANCE,SLIDER_KEYS
43,2019-01,Arizona,Hawaii,33181,299547.0,15925,14518,1
44,2019-01,Arizona,Idaho,13485,3580.0,0,4498,1
45,2019-01,Arizona,Illinois,108244,131543.0,136940,16763,1
46,2019-01,Arizona,Indiana,13940,12622.0,55683,6023,1
47,2019-01,Arizona,Iowa,13755,1107.0,0,5824,1
48,2019-01,Arizona,Kansas,4286,4297.0,0,2581,1
49,2019-01,Arizona,Kentucky,7872,3745.0,7513,7766,1
50,2019-01,Arizona,Louisiana,4813,6077.0,0,2533,1
51,2019-01,Arizona,Maine,11,0.0,0,2339,1
52,2019-01,Arizona,Maryland,16634,45983.0,26421,5974,1
53,2019-01,Arizona,Massachusetts,17277,31735.0,53900,6900,1
54,2019-01,Arizona,Michigan,33159,21393.0,92170,14631,1
55,2019-01,Arizona,Minnesota,63123,45926.0,46031,10235,1
56,2019-01,Arizona,Missouri,39002,63611.0,112651,10032,1
57,2019-01,Arizona,Montana,6348,0.0,0,3665,1
58,2019-01,Arizona,Nebraska,18930,9291.0,28692,5051,1
59,2019-01,Arizona,Nevada,80123,68524.0,7514,4388,1
60,2019-01,Arizona,New Hampshire,9,0.0,0,2271,1
61,2019-01,Arizona,New Jersey,27584,41637.0,74444,8515,1
62,2019-01,Arizona,New Mexico,25271,28837.0,54,2247,1
63,2019-01,Arizona,New York,33809,41980.0,45173,17000,1
64,2019-01,Arizona,North Carolina,49694,80338.0,49701,9063,1
65,2019-01,Arizona,North Dakota,10447,0.0,0,4736,1
66,2019-01,Arizona,Ohio,19349,43028.0,22799,8467,1
67,2019-01,Arizona,Oklahoma,12314,15580.0,0,3401,1
68,2019-01,Arizona,Oregon,48346,110168.0,137740,9944,1
69,2019-01,Arizona,Pennsylvania,42172,62890.0,63245,11651,1
70,2019-01,Arizona,Rhode Island,271,85.0,0,2277,1
71,2019-01,Arizona,South Carolina,4,0.0,0,3550,1
72,2019-01,Arizona,South Dakota,8101,0.0,0,3026,1
73,2019-01,Arizona,Tennessee,15233,28600.0,11,6615,1
74,2019-01,Arizona,Texas,224177,224673.0,177179,23380,1
75,2019-01,Arizona,Utah,61424,63504.0,82046,5351,1
76,2019-01,Arizona,Virginia,18493,2078.0,36165,9972,1
77,2019-01,Arizona,Washington,85209,125310.0,146350,17030,1
78,2019-01,Arizona,Wisconsin,17579,8468.0,29204,10072,1
79,2019-01,Arkansas,Arizona,682,635.0,0,2231,1
80,2019-01,Arkansas,California,2969,0.0,0,12125,1
81,2019-01,Arkansas,Colorado,6845,0.0,0,3545,1
82,2019-01,Arkansas,Florida,3429,0.0,0,2461,1
83,2019-01,Arkansas,Georgia,30253,10069.0,0,3705,1
84,2019-01,Arkansas,Illinois,11654,59.0,0,5362,1
85,2019-01,Arkansas,Indiana,18,0.0,0,474,1
86,2019-01,Arkansas,Kentucky,1,0.0,0,513,1
87,2019-01,Arkansas,Louisiana,7,0.0,0,346,1
88,2019-01,Arkansas,Maryland,3,0.0,0,912,1
89,2019-01,Arkansas,Minnesota,1672,0.0,0,1894,1
90,2019-01,Arkansas,Missouri,4916,4164.0,0,842,1
91,2019-01,Arkansas,Nevada,4883,4704.0,0,4007,1
92,2019-01,Arkansas,New Jersey,755,0.0,0,1131,1
93,2019-01,Arkansas,New Mexico,21,0.0,0,817,1
94,2019-01,Arkansas,New York,2308,0.0,0,3379,1
95,2019-01,Arkansas,North Carolina,10030,1279.0,0,2034,1
96,2019-01,Arkansas,Ohio,33,0.0,0,728,1
97,2019-01,Arkansas,Pennsylvania,9,0.0,0,768,1
98,2019-01,Arkansas,Tennessee,214,379.0,0,525,1
99,2019-01,Arkansas,Texas,55385,10962.0,1,8808,1
100,2019-01,Arkansas,Virginia,2137,0.0,0,2739,1
101,2019-01,California,Alabama,956,2059.0,0,17182,1
102,2019-01,California,Alaska,3982,47435.0,8363,4690,1
103,2019-01,California,Arizona,427708,501170.0,477430,27983,1
104,2019-01,California,Arkansas,2634,0.0,0,6077,1
105,2019-01,California,California,1745987,753593.0,335353,70904,1
106,2019-01,California,Colorado,367864,1131567.0,477296,54333,1
107,2019-01,California,Connecticut,870,2792.0,0,10038,1
108,2019-01,California,Florida,214061,953699.0,692992,137638,1
109,2019-01,California,Georgia,208779,1204897.0,979538,40413,1
110,2019-01,California,Hawaii,316863,7341773.0,508887,128536,1
111,2019-01,California,Idaho,37311,12914.0,0,12346,1
112,2019-01,California,Illinois,306085,1333776.0,1275102,52791,1
113,2019-01,California,Indiana,14576,32759.0,16397,22206,1
114,2019-01,California,Iowa,75,0.0,0,4461,1
115,2019-01,California,Kansas,35,0.0,0,3885,1
116,2019-01,California,Kentucky,15996,23828.0,5549,21044,1
117,2019-01,California,Louisiana,44514,64243.0,58324,24568,1
118,2019-01,California,Maine,178,0.0,0,2642,1
119,2019-01,California,Maryland,48702,138425.0,87606,35600,1
120,2019-01,California,Massachusetts,118996,241315.0,372373,60725,1
121,2019-01,California,Michigan,66561,86674.0,404186,33913,1
122,2019-01,California,Minnesota,105033,154857.0,615059,38518,1
123,2019-01,California,Missouri,76537,251084.0,87146,44116,1
124,2019-01,California,Montana,5121,0.0,0,6354,1
125,2019-01,California,Nebraska,7672,1709.0,5048,17710,1
126,2019-01,California,Nevada,493263,416042.0,30924,19891,1
127,2019-01,California,New Hampshire,90,853.0,0,7814,1
128,2019-01,California,New Jersey,155121,1460876.0,816660,37154,1
129,2019-01,California,New Mexico,26787,45592.0,0,13175,1
130,2019-01,California,New York,267658,2318918.0,1062412,108452,1
131,2019-01,California,North Carolina,89684,129431.0,434813,42653,1
132,2019-01,California,Ohio,27401,26733.0,143478,36889,1
133,2019-01,California,Oklahoma,8399,5581.0,0,24576,1
134,2019-01,California,Oregon,255717,395462.0,113157,34429,1
135,2019-01,California,Pennsylvania,71898,699777.0,361819,60430,1
136,2019-01,California,Puerto Rico,63,555.0,0,3386,1
137,2019-01,California,Rhode Island,62,0.0,0,13161,1
138,2019-01,California,South Carolina,670,0.0,0,15265,1
139,2019-01,California,Tennessee,42283,107763.0,132895,30472,1
140,2019-01,California,Texas,710900,3249780.0,1746047,159947,1
141,2019-01,California,Utah,209207,199104.0,52183,24120,1
142,2019-01,California,Virginia,115935,815932.0,251275,56226,1
143,2019-01,California,Washington,434922,799058.0,605033,60987,1
144,2019-01,California,Wisconsin,6461,11106.0,0,19488,1
145,2019-01,California,Wyoming,3624,0.0,0,1521,1
146,2019-01,Colorado,Alabama,8210,0.0,0,7511,1
147,2019-01,Colorado,Alaska,4900,8625.0,3438,2405,1
148,2019-01,Colorado,Arizona,122874,104168.0,26485,9216,1
149,2019-01,Colorado,Arkansas,6945,175.0,0,4932,1
150,2019-01,Colorado,California,387230,511350.0,131711,56101,1
151,2019-01,Colorado,Colorado,97906,0.0,0,8256,1
152,2019-01,Colorado,Connecticut,5323,12174.0,28765,3342,1
153,2019-01,Colorado,Florida,159408,73681.0,163903,37702,1
154,2019-01,Colorado,Georgia,77067,99923.0,138126,16299,1
155,2019-01,Colorado,Hawaii,23081,180984.0,58961,13410,1
156,2019-01,Colorado,Idaho,22185,18116.0,0,3504,1
157,2019-01,Colorado,Illinois,116076,152819.0,73799,15169,1
158,2019-01,Colorado,Indiana,19151,24802.0,0,4885,1
159,2019-01,Colorado,Iowa,19157,5702.0,0,4918,1
160,2019-01,Colorado,Kansas,10180,267.0,0,3985,1
161,2019-01,Colorado,Kentucky,23526,13796.0,1039,11624,1
162,2019-01,Colorado,Louisiana,23818,5664.0,8205,4956,1
163,2019-01,Colorado,Maryland,27314,57806.0,26232,4473,1
164,2019-01,Colorado,Massachusetts,30582,34904.0,57847,7133,1
165,2019-01,Colorado,Michigan,36700,10682.0,53877,10690,1
166,2019-01,Colorado,Minnesota,57438,73371.0,57444,5656,1
167,2019-01,Colorado,Mississippi,1247,0.0,0,967,1
168,2019-01,Colorado,Missouri,66830,45204.0,45836,12614,1
169,2019-01,Colorado,Montana,36914,21845.0,33466,9723,1
170,2019-01,Colorado,Nebraska,29957,11674.0,44711,5875,1
171,2019-01,Colorado,Nevada,94229,54161.0,30999,7380,1
172,2019-01,Colorado,New Hampshire,114,90.0,0,1729,1
173,2019-01,Colorado,New Jersey,39414,75643.0,62206,8458,1
174,2019-01,Colorado,New Mexico,19118,7869.0,0,2048,1
175,2019-01,Colorado,New York,57063,14943.0,28238,19394,1
176,2019-01,Colorado,North Carolina,48926,23756.0,87843,13835,1
177,2019-01,Colorado,North Dakota,20257,0.0,0,6995,1
178,2019-01,Colorado,Ohio,30975,41670.0,45424,13876,1
179,2019-01,Colorado,Oklahoma,33519,21162.0,0,5721,1
180,2019-01,Colorado,Oregon,47553,49054.0,106597,9680,1
181,2019-01,Colorado,Pennsylvania,41761,57441.0,104778,10102,1
182,2019-01,Colorado,Puerto Rico,23,0.0,0,2733,1
183,2019-01,Colorado,South Carolina,2538,0.0,0,5454,1
184,2019-01,Colorado,South Dakota,14225,5.0,0,3315,1
185,2019-01,Colorado,Tennessee,40911,38364.0,1975,13930,1
186,2019-01,Colorado,Texas,324668,117413.0,94825,43142,1
187,2019-01,Colorado,Utah,73925,137186.0,36356,4872,1
188,2019-01,Colorado,Virginia,60813,166454.0,31525,18039,1
189,2019-01,Colorado,Washington,82664,126951.0,75540,11247,1
190,2019-01,Colorado,Wisconsin,26213,10018.0,0,9493,1
191,2019-01,Colorado,Wyoming,19563,4264.0,0,3234,1
192,2019-01,Connecticut,Arizona,34,206.0,0,2213,1
193,2019-01,Connecticut,California,1144,6873.0,1943,12821,1
194,2019-01,Connecticut,Colorado,5967,5100.0,33006,3342,1
195,2019-01,Connecticut,Florida,81011,23063.0,14457,17937,1
196,2019-01,Connecticut,Georgia,23629,9523.0,155429,1718,1
197,2019-01,Connecticut,Hawaii,32,0.0,0,9953,1
198,2019-01,Connecticut,Illinois,21731,31396.0,96873,4692,1
199,2019-01,Connecticut,Iowa,1,0.0,0,1082,1
200,2019-01,Connecticut,Kentucky,829,0.0,0,1322,1
201,2019-01,Connecticut,Louisiana,8,0.0,0,1279,1
202,2019-01,Connecticut,Maryland,15144,55408.0,0,283,1
203,2019-01,Connecticut,Michigan,8991,1500.0,88805,2196,1
204,2019-01,Connecticut,Minnesota,6362,4.0,16167,4200,1
205,2019-01,Connecticut,Missouri,3559,11147.0,0,2126,1
206,2019-01,Connecticut,Nevada,23,4512.0,0,2297,1
207,2019-01,Connecticut,New York,121,0.0,0,207,1
208,2019-01,Connecticut,North Carolina,23694,5619.0,88837,4133,1
209,2019-01,Connecticut,Ohio,594,0.0,0,1502,1
210,2019-01,Connecticut,Oklahoma,5,0.0,0,1415,1
211,2019-01,Connecticut,Oregon,8,0.0,0,2470,1
212,2019-01,Connecticut,Pennsylvania,10275,6048.0,176,745,1
213,2019-01,Connecticut,Puerto Rico,5964,0.0,0,3332,1
214,2019-01,Connecticut,Tennessee,202,0.0,0,2753,1
215,2019-01,Connecticut,Texas,8483,2934.0,26899,11218,1
216,2019-01,Connecticut,Virginia,19003,1172.0,30342,1591,1
217,2019-01,Connecticut,Wisconsin,3,0.0,0,780,1
218,2019-01,Florida,Alabama,16297,12783.0,0,5322,1
219,2019-01,Florida,Arizona,56548,92399.0,86366,33217,1
220,2019-01,Florida,Arkansas,3892,0.0,0,2461,1
221,2019-01,Florida,California,220358,817320.0,278646,155573,1
222,2019-01,Florida,Colorado,164646,136754.0,79051,34906,1
223,2019-01,Florida,Connecticut,77508,55677.0,14,16804,1
224,2019-01,Florida,Florida,307360,170716.0,47132,20072,1
225,2019-01,Florida,Georgia,707877,823477.0,328748,18162,1
226,2019-01,Florida,Illinois,373953,501585.0,96908,65356,1
227,2019-01,Florida,Indiana,75987,25781.0,0,23469,1
228,2019-01,Florida,Iowa,12069,0.0,0,9251,1
229,2019-01,Florida,Kansas,165,890.0,0,2220,1
230,2019-01,Florida,Kentucky,86629,10671.0,29,26918,1
231,2019-01,Florida,Louisiana,61751,56647.0,27473,8349,1
232,2019-01,Florida,Maine,9384,0.0,0,13995,1
233,2019-01,Florida,Maryland,179057,252277.0,0,13595,1
234,2019-01,Florida,Massachusetts,218105,79452.0,85682,33929,1
235,2019-01,Florida,Michigan,233834,57996.0,88298,42148,1
236,2019-01,Florida,Minnesota,149351,74556.0,68458,36951,1
237,2019-01,Florida,Mississippi,2134,0.0,0,1653,1
238,2019-01,Florida,Missouri,99363,98373.0,1701,28753,1
239,2019-01,Florida,Nebraska,9423,871.0,0,11255,1
240,2019-01,Florida,Nevada,72974,99697.0,9996,50587,1
241,2019-01,Florida,New Hampshire,15028,3762.0,0,6964,1
242,2019-01,Florida,New Jersey,365415,92001.0,92108,41387,1
243,2019-01,Florida,New Mexico,1826,0.0,0,6292,1
244,2019-01,Florida,New York,700852,661421.0,257422,131427,1
245,2019-01,Florida,North Carolina,387850,114810.0,163355,37707,1
246,2019-01,Florida,North Dakota,2033,0.0,0,3136,1
247,2019-01,Florida,Ohio,140330,24751.0,0,47626,1
248,2019-01,Florida,Oklahoma,3225,434.0,0,9250,1
249,2019-01,Florida,Oregon,5154,1588.0,286,10259,1
250,2019-01,Florida,Pennsylvania,312230,320762.0,45128,56907,1
251,2019-01,Florida,Puerto Rico,176082,544996.0,58268,19300,1
252,2019-01,Florida,Rhode Island,46841,14859.0,0,15967,1
253,2019-01,Florida,South Carolina,17164,25.0,0,7895,1
254,2019-01,Florida,South Dakota,2056,0.0,0,2668,1
255,2019-01,Florida,Tennessee,118505,64345.0,0,26931,1
256,2019-01,Florida,Texas,575025,1332432.0,352752,84471,1
257,2019-01,Florida,U.S. Virgin Islands,26390,54994.0,1742,5739,1
258,2019-01,Florida,Utah,31829,28471.0,9810,17354,1
259,2019-01,Florida,Virginia,260340,54724.0,24552,48471,1
260,2019-01,Florida,Washington,32758,32282.0,15059,35978,1
261,2019-01,Florida,West Virginia,4300,0.0,0,2113,1
262,2019-01,Florida,Wisconsin,49448,6811.0,0,22041,1
263,2019-01,Georgia,Alabama,68871,41098.0,25842,1836,1
264,2019-01,Georgia,Arizona,52653,78142.0,300466,7843,1
265,2019-01,Georgia,Arkansas,31203,14663.0,0,4158,1
266,2019-01,Georgia,California,206154,971808.0,1090128,44013,1
267,2019-01,Georgia,Colorado,75287,91650.0,187010,17690,1
268,2019-01,Georgia,Connecticut,22973,15826.0,78086,1718,1
269,2019-01,Georgia,Florida,672531,507638.0,529361,18061,1
270,2019-01,Georgia,Georgia,102031,34011.0,0,2348,1
271,2019-01,Georgia,Hawaii,9275,253234.0,73027,13494,1
272,2019-01,Georgia,Idaho,15,0.0,0,1838,1
273,2019-01,Georgia,Illinois,102851,82590.0,33981,12051,1
274,2019-01,Georgia,Indiana,54239,56727.0,13000,3204,1
275,2019-01,Georgia,Iowa,14644,15838.0,0,4311,1
276,2019-01,Georgia,Kansas,9322,5765.0,0,1564,1
277,2019-01,Georgia,Kentucky,68599,79373.0,33872,3457,1
278,2019-01,Georgia,Louisiana,83638,42788.0,23236,6178,1
279,2019-01,Georgia,Maine,3112,856.0,0,2054,1
280,2019-01,Georgia,Maryland,59036,66640.0,26943,2874,1
281,2019-01,Georgia,Massachusetts,70041,113928.0,32500,5586,1
282,2019-01,Georgia,Michigan,87167,79360.0,32826,6296,1
283,2019-01,Georgia,Minnesota,61430,54859.0,77186,3552,1
284,2019-01,Georgia,Mississippi,28544,31410.0,0,1627,1
285,2019-01,Georgia,Missouri,82652,92343.0,28349,2915,1
286,2019-01,Georgia,Montana,1223,113.0,0,1640,1
287,2019-01,Georgia,Nebraska,17547,8255.0,43959,3304,1
288,2019-01,Georgia,Nevada,59894,86127.0,169289,10974,1
289,2019-01,Georgia,New Hampshire,117,51.0,0,1904,1
290,2019-01,Georgia,New Jersey,61014,98587.0,82433,8679,1
291,2019-01,Georgia,New Mexico,8434,5418.0,0,2538,1
292,2019-01,Georgia,New York,182066,481828.0,141430,18217,1
293,2019-01,Georgia,North Carolina,162796,157330.0,128270,6524,1
294,2019-01,Georgia,North Dakota,351,0.0,0,1123,1
295,2019-01,Georgia,Ohio,83958,118893.0,22176,4685,1
296,2019-01,Georgia,Oklahoma,27270,24085.0,0,4430,1
297,2019-01,Georgia,Oregon,15097,31861.0,122641,4344,1
298,2019-01,Georgia,Pennsylvania,99375,117788.0,44904,8349,1
299,2019-01,Georgia,Puerto Rico,20008,128707.0,99881,4641,1
300,2019-01,Georgia,Rhode Island,9601,7362.0,0,1806,1
301,2019-01,Georgia,South Carolina,86929,61295.0,0,2273,1
302,2019-01,Georgia,South Dakota,2704,1044.0,0,1908,1
303,2019-01,Georgia,Tennessee,119435,150108.0,29836,2352,1
304,2019-01,Georgia,Texas,259594,341388.0,475207,22925,1
305,2019-01,Georgia,U.S. Virgin Islands,7859,3253.0,0,3237,1
306,2019-01,Georgia,Utah,43831,232697.0,170689,4770,1
307,2019-01,Georgia,Vermont,1784,0.0,0,961,1
308,2019-01,Georgia,Virginia,178429,178281.0,30969,12964,1
309,2019-01,Georgia,Washington,35202,202982.0,197277,10697,1
310,2019-01,Georgia,West Virginia,5718,4996.0,0,1089,1
311,2019-01,Georgia,Wisconsin,43255,18225.0,15660,6537,1
312,2019-01,Georgia,Wyoming,1298,0.0,0,1572,1
313,2019-01,Hawaii,Alaska,9105,5369.0,0,11486,1
314,2019-01,Hawaii,Arizona,35593,161823.0,3020,14518,1
315,2019-01,Hawaii,California,358520,3724314.0,269326,128536,1
316,2019-01,Hawaii,Colorado,24493,547157.0,40270,13410,1
317,2019-01,Hawaii,Georgia,9184,475496.0,4086,13494,1
318,2019-01,Hawaii,Hawaii,527747,1788502.0,0,4870,1
319,2019-01,Hawaii,Illinois,15633,403686.0,23764,12670,1
320,2019-01,Hawaii,Massachusetts,59,0.0,0,5095,1
321,2019-01,Hawaii,Michigan,587,0.0,0,4475,1
322,2019-01,Hawaii,Minnesota,6702,245207.0,0,11841,1
323,2019-01,Hawaii,Nevada,20364,259390.0,3375,5524,1
324,2019-01,Hawaii,New Jersey,6265,555212.0,41677,4962,1
325,2019-01,Hawaii,New Mexico,2,0.0,0,3233,1
326,2019-01,Hawaii,New York,8016,401083.0,9736,9966,1
327,2019-01,Hawaii,Oregon,37895,116121.0,6593,20774,1
328,2019-01,Hawaii,Texas,37555,1356793.0,22074,18556,1
329,2019-01,Hawaii,U.S. Pacific Trust Territories and Possessions,10064,95597.0,392415,10201,1
330,2019-01,Hawaii,Utah,12463,236061.0,0,5929,1
331,2019-01,Hawaii,Virginia,1796,64440.0,2831,4817,1
332,2019-01,Hawaii,Washington,86317,588600.0,10307,32142,1
333,2019-01,Idaho,Arizona,14051,2180.0,0,3763,1
334,2019-01,Idaho,California,38372,1221.0,0,11445,1
335,2019-01,Idaho,Colorado,23527,3428.0,0,3504,1
336,2019-01,Idaho,Florida,53,0.0,0,4546,1
337,2019-01,Idaho,Georgia,82,0.0,0,3676,1
338,2019-01,Idaho,Idaho,81,21.0,0,502,1
339,2019-01,Idaho,Illinois,4082,0.0,0,5663,1
340,2019-01,Idaho,Indiana,1,155.0,0,1563,1
341,2019-01,Idaho,Louisiana,7,0.0,0,1706,1
342,2019-01,Idaho,Minnesota,4213,857.0,0,2284,1
343,2019-01,Idaho,Missouri,27,0.0,0,2535,1
344,2019-01,Idaho,Nevada,10410,854.0,0,2246,1
345,2019-01,Idaho,New Jersey,4,0.0,0,2147,1
346,2019-01,Idaho,New Mexico,17,0.0,0,781,1
347,2019-01,Idaho,Ohio,61,0.0,0,3478,1
348,2019-01,Idaho,Oklahoma,10,0.0,0,1140,1
349,2019-01,Idaho,Oregon,11646,4730.0,0,1032,1
350,2019-01,Idaho,Pennsylvania,1,0.0,0,2113,1
351,2019-01,Idaho,Tennessee,15,0.0,0,3159,1
352,2019-01,Idaho,Texas,7127,908.0,0,10533,1
353,2019-01,Idaho,Utah,34978,1792.0,0,2066,1
354,2019-01,Idaho,Washington,34583,10089.0,3052,2246,1
355,2019-01,Idaho,Wisconsin,3,0.0,0,1423,1
356,2019-01,Illinois,Alabama,10168,4548.0,0,6108,1
357,2019-01,Illinois,Alaska,1719,400.0,1,5692,1
358,2019-01,Illinois,Arizona,116186,118025.0,377272,16763,1
359,2019-01,Illinois,Arkansas,12053,134.0,0,5914,1
360,2019-01,Illinois,California,309525,814453.0,1446375,50945,1
361,2019-01,Illinois,Colorado,112647,146325.0,167083,17902,1
362,2019-01,Illinois,Connecticut,19529,29439.0,22435,4692,1
363,2019-01,Illinois,Florida,351466,353439.0,508258,65439,1
364,2019-01,Illinois,Georgia,100583,49344.0,110488,13357,1
365,2019-01,Illinois,Hawaii,14533,54797.0,115154,12670,1
366,2019-01,Illinois,Idaho,3636,0.0,0,5663,1
367,2019-01,Illinois,Illinois,38770,1197.0,0,4018,1
368,2019-01,Illinois,Indiana,37979,9645.0,485,2699,1
369,2019-01,Illinois,Iowa,30538,5684.0,0,4970,1
370,2019-01,Illinois,Kansas,8635,60.0,0,5225,1
371,2019-01,Illinois,Kentucky,49709,28402.0,0,6628,1
372,2019-01,Illinois,Louisiana,28043,3862.0,6310,4169,1
373,2019-01,Illinois,Maine,2521,0.0,0,3600,1
374,2019-01,Illinois,Maryland,41084,60949.0,15398,3095,1
375,2019-01,Illinois,Massachusetts,57756,44504.0,75138,3462,1
376,2019-01,Illinois,Michigan,93419,56469.0,15726,8248,1
377,2019-01,Illinois,Minnesota,82774,74101.0,134575,6267,1
378,2019-01,Illinois,Mississippi,2144,0.0,0,3427,1
379,2019-01,Illinois,Missouri,78058,43409.0,6014,9326,1
380,2019-01,Illinois,Montana,6662,143.0,0,5076,1
381,2019-01,Illinois,Nebraska,27465,19010.0,6409,4733,1
382,2019-01,Illinois,Nevada,87791,153684.0,109279,14901,1
383,2019-01,Illinois,New Hampshire,4821,3733.0,0,838,1
384,2019-01,Illinois,New Jersey,54654,580866.0,180695,4306,1
385,2019-01,Illinois,New Mexico,8993,1848.0,0,7829,1
386,2019-01,Illinois,New York,181734,69747.0,8987,27893,1
387,2019-01,Illinois,North Carolina,76272,54098.0,26202,13999,1
388,2019-01,Illinois,North Dakota,7284,312.0,0,4933,1
389,2019-01,Illinois,Ohio,82513,110939.0,9855,7940,1
390,2019-01,Illinois,Oklahoma,15323,1427.0,0,6280,1
391,2019-01,Illinois,Oregon,23368,19159.0,150546,6968,1
392,2019-01,Illinois,Pennsylvania,91829,138271.0,84885,15595,1
393,2019-01,Illinois,Puerto Rico,11123,40243.0,35077,8273,1
394,2019-01,Illinois,Rhode Island,9268,3102.0,0,4238,1
395,2019-01,Illinois,South Carolina,17641,1757.0,0,8279,1
396,2019-01,Illinois,South Dakota,6528,0.0,0,3558,1
397,2019-01,Illinois,Tennessee,53807,31003.0,6410,11059,1
398,2019-01,Illinois,Texas,228939,967785.0,514654,36677,1
399,2019-01,Illinois,U.S. Virgin Islands,453,0.0,0,2115,1
400,2019-01,Illinois,Utah,31065,54797.0,50863,7509,1
401,2019-01,Illinois,Vermont,4073,120.0,0,3052,1
402,2019-01,Illinois,Virginia,93090,40963.0,10512,15593,1
403,2019-01,Illinois,Washington,57753,110813.0,196686,11626,1
404,2019-01,Illinois,West Virginia,1802,0.0,0,1349,1
405,2019-01,Illinois,Wisconsin,47530,719.0,0,3333,1
406,2019-01,Illinois,Wyoming,5009,260.0,0,4648,1
407,2019-01,Indiana,Alabama,1,0.0,0,425,1
408,2019-01,Indiana,Arizona,14573,38864.0,20324,7495,1
409,2019-01,Indiana,California,14483,27047.0,69043,20425,1
410,2019-01,Indiana,Colorado,19277,49497.0,0,4885,1
411,2019-01,Indiana,Connecticut,20,174.0,0,729,1
412,2019-01,Indiana,Florida,74042,23357.0,0,21740,1
413,2019-01,Indiana,Georgia,53592,35163.0,246343,3204,1
414,2019-01,Indiana,Idaho,4,0.0,0,1563,1
415,2019-01,Indiana,Illinois,35942,17385.0,28909,2876,1
416,2019-01,Indiana,Louisiana,227,0.0,0,707,1
417,2019-01,Indiana,Maryland,6334,4506.0,0,516,1
418,2019-01,Indiana,Massachusetts,4806,5267.0,0,2454,1
419,2019-01,Indiana,Michigan,17639,5.0,0,1572,1
420,2019-01,Indiana,Minnesota,10398,589.0,10839,2911,1
421,2019-01,Indiana,Missouri,3095,10575.0,0,680,1
422,2019-01,Indiana,Nevada,12375,36788.0,0,6364,1
423,2019-01,Indiana,New Jersey,7658,10.0,0,3854,1
424,2019-01,Indiana,New Mexico,62,230.0,0,1161,1
425,2019-01,Indiana,New York,8914,374.0,0,4480,1
426,2019-01,Indiana,North Carolina,25085,994.0,15931,4615,1
427,2019-01,Indiana,Oklahoma,6,191.0,0,688,1
428,2019-01,Indiana,Oregon,9,1156.0,0,1877,1
429,2019-01,Indiana,Pennsylvania,7579,306.0,0,2032,1
430,2019-01,Indiana,Puerto Rico,17,0.0,0,1902,1
431,2019-01,Indiana,Rhode Island,8,0.0,0,792,1
